	D1	D10	D11	D21	D22	D3D	D3K	D4	D5	D6	D7	D8	D9
OG20177	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20178	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20179	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20180	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20181	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20182	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20183	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20184	1	1	1	1	1	0	1	1	1	1	1	1	0
OG20185	2	2	1	1	1	1	1	0	0	1	0	0	1
OG20186	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20187	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20188	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20189	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20190	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20191	1	1	1	1	1	1	0	1	1	0	1	1	1
OG20192	1	1	1	0	2	1	1	1	0	1	0	1	1
OG20193	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20194	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20195	1	1	1	1	1	0	1	1	1	1	1	1	0
OG20196	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20197	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20198	1	1	1	1	0	0	1	1	1	1	1	1	1
OG20199	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20200	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20201	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20202	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20203	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20204	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20205	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20206	1	0	0	1	1	1	1	2	1	0	1	0	2
OG20207	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20208	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20209	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20210	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20211	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20212	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20213	1	2	1	1	1	1	1	1	0	0	1	0	1
OG20214	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20215	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20216	1	1	1	0	2	1	0	1	0	1	2	0	1
OG20217	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20218	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20219	1	0	1	1	1	1	1	1	1	1	1	1	0
OG20220	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20221	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20222	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20223	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20224	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20225	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20226	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20227	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20228	2	1	1	1	1	1	1	0	1	0	1	1	0
OG20229	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20230	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20231	1	1	1	0	1	1	1	2	1	0	1	0	1
OG20232	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20233	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20234	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20235	1	1	1	1	1	1	0	0	1	1	1	1	1
OG20236	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20237	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20238	1	1	0	1	1	1	1	0	1	1	1	1	1
OG20239	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20240	1	0	0	1	1	1	1	1	1	1	1	1	1
OG20241	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20242	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20243	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20244	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20245	2	1	2	0	1	1	1	0	0	0	1	1	1
OG20246	1	1	1	1	1	1	1	1	0	1	1	0	1
OG20247	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20248	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20249	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20250	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20251	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20252	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20253	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20254	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20255	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20256	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20257	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20258	1	1	1	1	1	1	0	1	0	1	1	1	1
OG20259	1	2	1	0	0	1	1	1	1	0	1	1	1
OG20260	1	1	1	1	1	1	1	0	1	1	1	0	1
OG20261	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20262	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20263	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20264	1	1	1	1	1	1	0	1	1	0	1	1	1
OG20265	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20266	1	2	1	1	1	1	3	0	0	0	1	0	0
OG20267	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20268	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20269	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20270	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20271	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20272	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20273	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20274	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20275	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20276	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20277	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20278	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20279	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20280	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20281	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20282	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20283	1	0	1	1	0	1	1	1	1	1	1	1	1
OG20284	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20285	1	1	0	0	1	1	1	2	0	1	2	0	1
OG20286	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20287	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20288	1	2	1	1	1	1	1	1	1	0	0	1	0
OG20289	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20290	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20291	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20292	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20293	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20294	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20295	1	1	0	1	1	1	1	1	1	1	1	1	0
OG20296	2	1	1	0	1	1	1	1	1	0	1	1	0
OG20297	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20298	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20299	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20300	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20301	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20302	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20303	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20304	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20305	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20306	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20307	3	1	0	0	1	2	0	1	0	2	0	1	0
OG20308	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20309	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20310	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20311	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20312	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20313	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20314	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20315	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20316	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20317	1	1	1	1	1	1	0	0	1	1	1	1	1
OG20318	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20319	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20320	1	1	1	1	1	1	1	1	0	1	1	0	1
OG20321	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20322	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20323	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20324	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20325	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20326	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20327	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20328	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20329	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20330	1	1	1	1	1	1	1	1	0	1	1	0	1
OG20331	1	0	1	1	1	1	1	1	1	1	0	1	1
OG20332	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20333	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20334	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20335	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20336	1	1	1	1	1	1	0	1	0	1	1	1	1
OG20337	1	0	3	1	2	0	1	1	0	0	1	0	1
OG20338	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20339	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20340	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20341	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20342	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20343	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20344	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20345	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20346	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20347	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20348	1	1	0	1	1	1	1	1	0	2	2	0	0
OG20349	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20350	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20351	1	0	1	1	1	1	1	1	1	1	0	1	1
OG20352	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20353	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20354	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20355	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20356	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20357	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20358	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20359	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20360	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20361	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20362	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20363	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20364	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20365	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20366	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20367	1	1	1	1	2	0	1	1	0	1	2	0	0
OG20368	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20369	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20370	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20371	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20372	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20373	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20374	1	1	1	1	0	2	1	0	0	2	1	1	0
OG20375	1	1	0	1	1	1	1	2	1	0	1	1	0
OG20376	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20377	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20378	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20379	2	1	2	0	1	0	0	1	1	0	1	1	1
OG20380	2	2	1	0	1	1	1	0	0	0	0	2	1
OG20381	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20382	1	1	1	0	1	1	1	2	0	0	2	0	1
OG20383	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20384	1	1	1	0	2	2	1	0	0	1	1	1	0
OG20385	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20386	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20387	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20388	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20389	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20390	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20391	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20392	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20393	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20394	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20395	1	1	1	1	0	2	1	1	1	0	0	1	1
OG20396	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20397	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20398	1	2	1	1	0	1	1	1	2	0	1	0	0
OG20399	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20400	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20401	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20402	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20403	1	1	1	0	1	1	1	1	1	0	1	2	0
OG20404	1	0	1	0	2	1	1	1	0	1	1	1	1
OG20405	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20406	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20407	1	1	1	0	1	0	0	2	0	0	3	2	0
OG20408	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20409	1	1	1	1	0	1	1	2	1	1	0	0	1
OG20410	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20411	1	2	2	0	1	1	1	0	0	2	0	1	0
OG20412	1	0	1	1	1	1	1	0	1	1	1	1	1
OG20413	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20414	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20415	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20416	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20417	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20418	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20419	1	1	0	1	1	1	1	1	1	1	1	1	0
OG20420	1	2	1	0	2	0	0	0	1	1	1	1	1
OG20421	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20422	1	0	1	1	1	1	1	1	1	1	1	0	1
OG20423	1	1	1	1	0	1	1	1	1	1	1	0	1
OG20424	1	0	1	1	1	0	1	1	1	1	1	1	1
OG20425	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20426	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20427	1	0	2	1	1	1	1	1	0	0	2	1	0
OG20428	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20429	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20430	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20431	1	0	1	1	1	1	1	1	1	1	0	1	1
OG20432	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20433	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20434	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20435	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20436	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20437	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20438	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20439	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20440	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20441	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20442	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20443	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20444	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20445	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20446	1	1	0	1	1	1	1	1	1	0	1	1	1
OG20447	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20448	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20449	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20450	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20451	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20452	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20453	1	1	1	1	1	1	0	1	0	0	2	1	1
OG20454	1	2	1	0	1	1	1	1	1	0	1	1	0
OG20455	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20456	1	0	1	0	0	1	1	2	0	1	1	2	1
OG20457	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20458	1	0	0	1	0	1	1	0	1	1	2	2	1
OG20459	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20460	1	1	0	1	1	1	1	0	1	1	1	1	1
OG20461	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20462	1	1	1	1	1	1	1	1	0	1	1	0	1
OG20463	1	1	1	1	0	1	1	2	0	0	1	1	1
OG20464	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20465	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20466	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20467	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20468	2	1	2	1	0	2	1	0	0	0	0	2	0
OG20469	1	0	1	1	1	1	1	1	1	1	1	1	0
OG20470	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20471	1	1	0	1	1	1	1	1	0	1	1	1	1
OG20472	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20473	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20474	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20475	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20476	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20477	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20478	1	0	1	1	1	1	1	0	1	1	1	1	1
OG20479	1	1	1	0	1	1	1	2	0	1	1	1	0
OG20480	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20481	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20482	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20483	1	1	1	1	1	1	0	1	0	1	1	1	1
OG20484	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20485	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20486	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20487	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20488	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20489	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20490	1	0	1	1	1	1	1	1	1	1	0	1	1
OG20491	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20492	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20493	2	1	2	0	0	2	2	0	0	0	0	1	1
OG20494	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20495	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20496	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20497	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20498	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20499	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20500	1	1	0	1	1	1	1	1	1	0	1	1	1
OG20501	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20502	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20503	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20504	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20505	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20506	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20507	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20508	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20509	1	1	2	1	1	1	1	0	1	0	0	1	1
OG20510	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20511	1	0	1	1	1	0	1	1	1	1	1	1	1
OG20512	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20513	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20514	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20515	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20516	2	1	0	1	0	1	1	1	0	3	0	1	0
OG20517	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20518	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20519	1	1	2	1	1	1	1	1	0	1	0	1	0
OG20520	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20521	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20522	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20523	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20524	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20525	1	1	2	1	0	1	1	0	0	0	1	1	2
OG20526	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20527	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20528	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20529	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20530	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20531	1	0	1	0	1	1	1	1	1	1	1	1	1
OG20532	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20533	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20534	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20535	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20536	1	1	1	0	1	1	2	0	1	1	0	1	1
OG20537	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20538	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20539	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20540	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20541	1	1	1	1	1	1	0	1	1	0	1	0	2
OG20542	1	1	1	1	0	2	1	0	1	0	1	1	1
OG20543	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20544	1	1	1	1	0	2	2	0	0	0	1	1	1
OG20545	1	1	1	1	1	1	0	1	1	1	1	1	0
OG20546	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20547	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20548	1	1	1	0	0	2	1	0	2	1	1	1	0
OG20549	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20550	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20551	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20552	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20553	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20554	1	1	1	0	1	2	1	1	0	1	1	1	0
OG20555	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20556	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20557	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20558	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20559	2	3	0	0	0	1	1	0	2	0	0	2	0
OG20560	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20561	1	1	1	1	1	0	0	3	1	0	2	0	0
OG20562	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20563	1	1	0	1	1	1	1	1	1	1	0	1	1
OG20564	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20565	1	1	2	1	1	0	0	0	0	0	1	3	1
OG20566	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20567	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20568	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20569	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20570	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20571	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20572	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20573	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20574	1	0	1	1	1	1	1	1	1	1	1	0	1
OG20575	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20576	1	1	1	0	1	1	1	1	1	0	1	2	0
OG20577	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20578	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20579	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20580	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20581	1	1	0	1	2	1	1	0	1	1	1	1	0
OG20582	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20583	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20584	1	6	0	0	3	1	0	0	0	0	0	0	0
OG20585	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20586	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20587	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20588	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20589	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20590	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20591	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20592	1	1	1	0	0	1	3	0	0	1	1	1	1
OG20593	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20594	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20595	1	1	1	1	1	0	1	1	1	1	1	0	1
OG20596	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20597	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20598	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20599	1	1	1	1	1	0	1	0	1	1	1	1	1
OG20600	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20601	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20602	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20603	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20604	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20605	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20606	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20607	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20608	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20609	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20610	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20611	1	1	1	1	1	1	1	2	0	0	1	1	0
OG20612	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20613	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20614	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20615	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20616	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20617	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20618	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20619	1	1	0	0	1	1	1	1	1	1	1	1	1
OG20620	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20621	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20622	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20623	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20624	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20625	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20626	1	1	1	0	1	1	1	1	1	0	1	1	1
